,Origin_airport,Destination_airport,Origin_city,Destination_city,Passengers,Seats,Flights,Distance,Fly_date,Origin_population,Destination_population,Org_airport_lat,Org_airport_long,Dest_airport_lat,Dest_airport_long
1257008,SEA,MEM,"Seattle, WA","Memphis, TN",0,0,3,1870,2009-12-01,6815696,1304926,47.4490013122559,-122.30899810791,35.0424003601074,-89.9766998291016
1257277,ALB,MEM,"Albany, NY","Memphis, TN",0,0,20,1018,2009-03-01,857592,1304926,42.7482986450195,-73.8016967773438,35.0424003601074,-89.9766998291016
1257309,RNO,MEM,"Reno, NV","Memphis, TN",0,0,45,1662,2009-05-01,419261,1304926,39.4990997314453,-119.767997741699,35.0424003601074,-89.9766998291016
1257406,OMA,MEM,"Omaha, NE","Memphis, TN",0,0,15,538,2009-06-01,849517,1304926,41.3031997680664,-95.8940963745117,35.0424003601074,-89.9766998291016
1257495,AUS,MEM,"Austin, TX","Memphis, TN",0,0,1,559,2009-01-01,1705075,1304926,30.1944999694824,-97.6698989868164,35.0424003601074,-89.9766998291016
1257503,AUS,MEM,"Austin, TX","Memphis, TN",2642,3050,61,559,2009-01-01,1705075,1304926,30.1944999694824,-97.6698989868164,35.0424003601074,-89.9766998291016
1257639,MIA,MEM,"Miami, FL","Memphis, TN",183,400,8,860,2009-05-01,11094102,1304926,25.7931995391846,-80.2906036376953,35.0424003601074,-89.9766998291016
1257816,TUS,MEM,"Tucson, AZ","Memphis, TN",0,0,29,1224,2009-04-01,1020200,1304926,32.1161003112793,-110.94100189209,35.0424003601074,-89.9766998291016
1257962,MOB,MEM,"Mobile, AL","Memphis, TN",2467,4600,92,317,2009-01-01,411721,1304926,30.691200256348,-88.242797851562,35.0424003601074,-89.9766998291016
1258124,DFW,MEM,"Dallas, TX","Memphis, TN",0,0,4,432,2009-10-01,12895230,1304926,32.896800994873,-97.0380020141602,35.0424003601074,-89.9766998291016
1258266,AUS,MAF,"Austin, TX","Midland, TX",588,1098,9,290,1990-07-01,850619,106718,30.1944999694824,-97.6698989868164,31.9424991607666,-102.202003479004
1258267,AUS,MAF,"Austin, TX","Midland, TX",2863,5617,41,290,1990-11-01,850619,106718,30.1944999694824,-97.6698989868164,31.9424991607666,-102.202003479004
1258390,LBB,MAF,"Lubbock, TX","Midland, TX",56,143,1,121,1990-12-01,230140,106718,33.6636009216309,-101.822998046875,31.9424991607666,-102.202003479004
1258416,LAX,MAF,"Los Angeles, CA","Midland, TX",116,153,1,951,1990-08-01,22585772,106718,33.94250107,-118.4079971,31.9424991607666,-102.202003479004
1258436,ABQ,MAF,"Albuquerque, NM","Midland, TX",261,822,6,332,1990-05-01,601893,106718,35.0401992797852,-106.609001159668,31.9424991607666,-102.202003479004
1258508,AUS,MAF,"Austin, TX","Midland, TX",2142,3660,30,290,1991-09-01,874516,108737,30.1944999694824,-97.6698989868164,31.9424991607666,-102.202003479004
1258537,DAL,MAF,"Dallas, TX","Midland, TX",8192,13316,109,319,1991-10-01,8182938,108737,32.8470993041992,-96.8517990112305,31.9424991607666,-102.202003479004
1258562,DFW,MAF,"Dallas, TX","Midland, TX",289,590,5,309,1991-02-01,8182938,108737,32.896800994873,-97.0380020141602,31.9424991607666,-102.202003479004
1258568,DAL,MAF,"Dallas, TX","Midland, TX",7273,11590,95,319,1991-02-01,8182938,108737,32.8470993041992,-96.8517990112305,31.9424991607666,-102.202003479004
1258576,DAL,MAF,"Dallas, TX","Midland, TX",9961,16012,131,319,1991-08-01,8182938,108737,32.8470993041992,-96.8517990112305,31.9424991607666,-102.202003479004
1258593,PHX,MAF,"Phoenix, AZ","Midland, TX",306,610,5,580,1991-04-01,2302011,108737,33.4342994689941,-112.012001037598,31.9424991607666,-102.202003479004
1258691,HOU,MAF,"Houston, TX","Midland, TX",247,411,3,441,1992-09-01,3983375,110643,29.64539909,-95.27890015,31.9424991607666,-102.202003479004
1259250,HOU,MAF,"Houston, TX","Midland, TX",281,488,4,441,1994-11-01,4127013,113252,29.64539909,-95.27890015,31.9424991607666,-102.202003479004
1259340,AUS,MAF,"Austin, TX","Midland, TX",510,1342,11,290,1994-04-01,964803,113252,30.1944999694824,-97.6698989868164,31.9424991607666,-102.202003479004
1259432,DAL,MAF,"Dallas, TX","Midland, TX",7704,12467,91,319,1995-11-01,8787062,114137,32.8470993041992,-96.8517990112305,31.9424991607666,-102.202003479004
1259468,DFW,MAF,"Dallas, TX","Midland, TX",5294,10368,162,309,1995-03-01,8787062,114137,32.896800994873,-97.0380020141602,31.9424991607666,-102.202003479004
1259536,SJT,MAF,"San Angelo, TX","Midland, TX",75,128,2,108,1995-08-01,102720,114137,31.3577003479004,-100.496002197266,31.9424991607666,-102.202003479004
1259704,LAS,MAF,"Las Vegas, NV","Midland, TX",2262,4110,30,796,1996-11-01,1044023,115019,36.08010101,-115.1520004,31.9424991607666,-102.202003479004
1259706,LAS,MAF,"Las Vegas, NV","Midland, TX",2946,4247,31,796,1996-12-01,1044023,115019,36.08010101,-115.1520004,31.9424991607666,-102.202003479004
1259989,ELP,MAF,"El Paso, TX","Midland, TX",65,122,1,246,1997-05-01,685388,117529,31.80719948,-106.3779984,31.9424991607666,-102.202003479004
1260212,DFW,MAF,"Dallas, TX","Midland, TX",117,184,4,309,1997-06-01,9231044,117529,32.896800994873,-97.0380020141602,31.9424991607666,-102.202003479004
1260405,ELP,MAF,"El Paso, TX","Midland, TX",2549,7124,52,246,1998-09-01,694603,119120,31.80719948,-106.3779984,31.9424991607666,-102.202003479004
1260410,ELP,MAF,"El Paso, TX","Midland, TX",2939,6987,51,246,1998-11-01,694603,119120,31.80719948,-106.3779984,31.9424991607666,-102.202003479004
1260559,LAS,MAF,"Las Vegas, NV","Midland, TX",820,1370,10,796,1998-11-01,1161259,119120,36.08010101,-115.1520004,31.9424991607666,-102.202003479004
1260683,ELP,MAF,"El Paso, TX","Midland, TX",28,122,1,246,1999-11-01,701908,118490,31.80719948,-106.3779984,31.9424991607666,-102.202003479004
1260711,LAS,MAF,"Las Vegas, NV","Midland, TX",221,274,2,796,1999-03-01,1217155,118490,36.08010101,-115.1520004,31.9424991607666,-102.202003479004
1260741,AUS,MAF,"Austin, TX","Midland, TX",2951,5206,38,290,1999-02-01,1146050,118490,30.1944999694824,-97.6698989868164,31.9424991607666,-102.202003479004
1261089,LAS,MAF,"Las Vegas, NV","Midland, TX",698,1096,8,796,2000-03-01,1393370,115487,36.08010101,-115.1520004,31.9424991607666,-102.202003479004
1261753,ELP,MAF,"El Paso, TX","Midland, TX",142,274,2,246,2002-05-01,688771,116953,31.80719948,-106.3779984,31.9424991607666,-102.202003479004
1261824,LBB,MAF,"Lubbock, TX","Midland, TX",0,0,17,121,2003-05-01,259146,117957,33.6636009216309,-101.822998046875,31.9424991607666,-102.202003479004
1262112,HOU,MAF,"Houston, TX","Midland, TX",36,122,1,441,2003-05-01,5084017,117957,29.64539909,-95.27890015,31.9424991607666,-102.202003479004
1262419,ELP,MAF,"El Paso, TX","Midland, TX",109,244,2,246,2004-11-01,702433,119145,31.80719948,-106.3779984,31.9424991607666,-102.202003479004
1262572,DFW,MAF,"Dallas, TX","Midland, TX",970,1364,31,309,2005-09-01,11632814,120487,32.896800994873,-97.0380020141602,31.9424991607666,-102.202003479004
1262667,DAL,MAF,"Dallas, TX","Midland, TX",6649,12330,90,319,2005-09-01,11632814,120487,32.8470993041992,-96.8517990112305,31.9424991607666,-102.202003479004
1262830,ABQ,MAF,"Albuquerque, NM","Midland, TX",509,822,6,332,2006-02-01,817973,123391,35.0401992797852,-106.609001159668,31.9424991607666,-102.202003479004
1262931,LAS,MAF,"Las Vegas, NV","Midland, TX",2167,3151,23,796,2006-08-01,1778129,123391,36.08010101,-115.1520004,31.9424991607666,-102.202003479004
1263248,ABQ,MAF,"Albuquerque, NM","Midland, TX",2891,3562,26,332,2007-12-01,834685,126082,35.0401992797852,-106.609001159668,31.9424991607666,-102.202003479004
1263421,LBB,MAF,"Lubbock, TX","Midland, TX",27,137,1,121,2007-11-01,269144,126082,33.6636009216309,-101.822998046875,31.9424991607666,-102.202003479004
1263544,IAD,MAF,"Washington, DC","Midland, TX",0,173,1,1472,2008-06-01,10755872,129159,38.94449997,-77.45580292,31.9424991607666,-102.202003479004
1263603,IAH,MAF,"Houston, TX","Midland, TX",2675,3150,63,429,2008-04-01,5726705,129159,29.9843997955322,-95.3414001464844,31.9424991607666,-102.202003479004
1263978,LBB,MAF,"Lubbock, TX","Midland, TX",0,0,16,121,2009-05-01,276659,132316,33.6636009216309,-101.822998046875,31.9424991607666,-102.202003479004
1264220,LAX,MOD,"Los Angeles, CA","Modesto, CA",2064,3600,120,292,2007-08-01,25385206,506411,33.94250107,-118.4079971,37.62580109,-120.9540024
1264320,ELP,OLS,"El Paso, TX","Nogales, AZ",0,0,1,265,2005-01-01,708683,41113,31.80719948,-106.3779984,31.4176998138428,-110.847999572754
1264369,GRI,OFK,"Grand Island, NE","Norfolk, NE",77,418,22,84,2003-09-01,68397,49828,40.9674987792969,-98.3096008300781,41.985500335693,-97.435096740723
1264454,PDX,OAK,"Portland, OR","Oakland, CA",2659,8611,79,543,1990-09-01,1534762,3718063,45.58869934,-122.5979996,37.7212982177734,-122.221000671387
1264472,PDX,OAK,"Portland, OR","Oakland, CA",1810,4080,30,543,1990-11-01,1534762,3718063,45.58869934,-122.5979996,37.7212982177734,-122.221000671387
1264567,SFO,OAK,"San Francisco, CA","Oakland, CA",17,128,1,11,1990-05-01,7436126,3718063,37.6189994812012,-122.375,37.7212982177734,-122.221000671387
1264622,SNA,OAK,"Santa Ana, CA","Oakland, CA",5529,8829,109,371,1990-06-01,11292886,3718063,33.67570114,-117.8679962,37.7212982177734,-122.221000671387
1264877,FAT,OAK,"Fresno, CA","Oakland, CA",53,142,1,152,1990-12-01,671660,3718063,36.7761993408203,-119.718002319336,37.7212982177734,-122.221000671387
1264988,EUG,OAK,"Eugene, OR","Oakland, CA",101,109,1,445,1991-07-01,287600,3749378,44.1245994567871,-123.21199798584,37.7212982177734,-122.221000671387
1265612,LAX,OAK,"Los Angeles, CA","Oakland, CA",3369,5640,30,337,1992-10-01,23010408,3789301,33.94250107,-118.4079971,37.7212982177734,-122.221000671387
1265633,LAS,OAK,"Las Vegas, NV","Oakland, CA",1977,2318,19,407,1992-11-01,841113,3789301,36.08010101,-115.1520004,37.7212982177734,-122.221000671387
1265853,SAN,OAK,"San Diego, CA","Oakland, CA",20313,30003,219,446,1992-10-01,2601147,3789301,32.7336006165,-117.190002441,37.7212982177734,-122.221000671387
1265880,SNA,OAK,"Santa Ana, CA","Oakland, CA",118,129,1,371,1992-01-01,11505204,3789301,33.67570114,-117.8679962,37.7212982177734,-122.221000671387
1266104,PHX,OAK,"Phoenix, AZ","Oakland, CA",5481,9402,77,646,1993-06-01,2444670,3817791,33.4342994689941,-112.012001037598,37.7212982177734,-122.221000671387
1266211,SEA,OAK,"Seattle, WA","Oakland, CA",3222,4352,32,671,1993-12-01,5432136,3817791,47.4490013122559,-122.30899810791,37.7212982177734,-122.221000671387
1266378,LAX,OAK,"Los Angeles, CA","Oakland, CA",40758,54252,396,337,1993-05-01,23154972,3817791,33.94250107,-118.4079971,37.7212982177734,-122.221000671387
1266502,PDX,OAK,"Portland, OR","Oakland, CA",6720,12117,88,543,1993-05-01,1653097,3817791,45.58869934,-122.5979996,37.7212982177734,-122.221000671387
1266922,PHX,OAK,"Phoenix, AZ","Oakland, CA",6814,12956,111,646,1994-10-01,2549507,3833198,33.4342994689941,-112.012001037598,37.7212982177734,-122.221000671387
1267117,PDX,OAK,"Portland, OR","Oakland, CA",2633,3780,27,543,1994-12-01,1686298,3833198,45.58869934,-122.5979996,37.7212982177734,-122.221000671387
1267336,PHX,OAK,"Phoenix, AZ","Oakland, CA",5225,8220,60,646,1995-10-01,2661324,3852112,33.4342994689941,-112.012001037598,37.7212982177734,-122.221000671387
1267389,SEA,OAK,"Seattle, WA","Oakland, CA",8528,14840,106,671,1995-11-01,5551884,3852112,47.4490013122559,-122.30899810791,37.7212982177734,-122.221000671387
1267723,LAS,OAK,"Las Vegas, NV","Oakland, CA",5387,7946,58,407,1995-05-01,991401,3852112,36.08010101,-115.1520004,37.7212982177734,-122.221000671387
1267874,RNO,OAK,"Reno, NV","Oakland, CA",49,122,1,180,1995-10-01,292936,3852112,39.4990997314453,-119.767997741699,37.7212982177734,-122.221000671387
1267921,SLC,OAK,"Salt Lake City, UT","Oakland, CA",2287,4470,30,588,1995-07-01,867700,3852112,40.7883987426758,-111.977996826172,37.7212982177734,-122.221000671387
1268173,HNL,OAK,"Honolulu, HI","Oakland, CA",306,380,1,2409,1996-12-01,871609,3886099,21.3187007904053,-157.921997070312,37.7212982177734,-122.221000671387
1268296,PHX,OAK,"Phoenix, AZ","Oakland, CA",722,1308,10,646,1996-03-01,2753549,3886099,33.4342994689941,-112.012001037598,37.7212982177734,-122.221000671387
1268548,SJC,OAK,"San Jose, CA","Oakland, CA",729,1922,31,30,1996-07-01,1637714,3886099,37.3625984191895,-121.929000854492,37.7212982177734,-122.221000671387
1268594,PDX,OAK,"Portland, OR","Oakland, CA",2324,3640,26,543,1996-04-01,1763420,3886099,45.58869934,-122.5979996,37.7212982177734,-122.221000671387
1268648,LAS,OAK,"Las Vegas, NV","Oakland, CA",97,132,1,407,1996-06-01,1044023,3886099,36.08010101,-115.1520004,37.7212982177734,-122.221000671387
1268792,PDX,OAK,"Portland, OR","Oakland, CA",1482,4060,29,543,1997-01-01,1800340,3942896,45.58869934,-122.5979996,37.7212982177734,-122.221000671387
1268967,SLC,OAK,"Salt Lake City, UT","Oakland, CA",6316,12878,94,588,1997-10-01,898848,3942896,40.7883987426758,-111.977996826172,37.7212982177734,-122.221000671387
1269045,SAN,OAK,"San Diego, CA","Oakland, CA",2468,3050,25,446,1997-08-01,2722060,3942896,32.7336006165,-117.190002441,37.7212982177734,-122.221000671387
1269079,SNA,OAK,"Santa Ana, CA","Oakland, CA",14834,21700,155,371,1997-08-01,11791730,3942896,33.67570114,-117.8679962,37.7212982177734,-122.221000671387
1269117,LAX,OAK,"Los Angeles, CA","Oakland, CA",8039,11430,89,337,1997-06-01,23583460,3942896,33.94250107,-118.4079971,37.7212982177734,-122.221000671387
1269152,LAX,OAK,"Los Angeles, CA","Oakland, CA",2890,4514,37,337,1997-12-01,23583460,3942896,33.94250107,-118.4079971,37.7212982177734,-122.221000671387
1269352,TUS,OAK,"Tucson, AZ","Oakland, CA",195,411,3,747,1997-07-01,778684,3942896,32.1161003112793,-110.94100189209,37.7212982177734,-122.221000671387
1269828,PHX,OAK,"Phoenix, AZ","Oakland, CA",575,976,8,646,1998-12-01,2930726,3998233,33.4342994689941,-112.012001037598,37.7212982177734,-122.221000671387
1269848,GEG,OAK,"Spokane, WA","Oakland, CA",3691,4247,31,723,1998-07-01,408221,3998233,47.6198997497559,-117.533996582031,37.7212982177734,-122.221000671387
1269915,PHX,OAK,"Phoenix, AZ","Oakland, CA",99,244,2,646,1998-05-01,2930726,3998233,33.4342994689941,-112.012001037598,37.7212982177734,-122.221000671387
1269976,SNA,OAK,"Santa Ana, CA","Oakland, CA",16359,28000,200,371,1998-05-01,11947589,3998233,33.67570114,-117.8679962,37.7212982177734,-122.221000671387
1270055,LAS,OAK,"Las Vegas, NV","Oakland, CA",4790,5856,48,407,1998-06-01,1161259,3998233,36.08010101,-115.1520004,37.7212982177734,-122.221000671387
1270109,LAX,OAK,"Los Angeles, CA","Oakland, CA",8183,10218,88,337,1998-12-01,23895178,3998233,33.94250107,-118.4079971,37.7212982177734,-122.221000671387
1270122,LAX,OAK,"Los Angeles, CA","Oakland, CA",16196,20284,175,337,1998-07-01,23895178,3998233,33.94250107,-118.4079971,37.7212982177734,-122.221000671387
1270389,RNO,OAK,"Reno, NV","Oakland, CA",10545,19728,144,180,1999-12-01,322804,4034370,39.4990997314453,-119.767997741699,37.7212982177734,-122.221000671387
1270490,SLC,OAK,"Salt Lake City, UT","Oakland, CA",8236,11508,84,588,1999-12-01,913736,4034370,40.7883987426758,-111.977996826172,37.7212982177734,-122.221000671387
1270571,LAS,OAK,"Las Vegas, NV","Oakland, CA",102,268,2,407,1999-09-01,1217155,4034370,36.08010101,-115.1520004,37.7212982177734,-122.221000671387
1270708,ORD,OAK,"Chicago, IL","Oakland, CA",10575,14446,77,1835,1999-09-01,17655010,4034370,41.97859955,-87.90480042,37.7212982177734,-122.221000671387
1270838,SEA,OAK,"Seattle, WA","Oakland, CA",2918,3782,31,671,1999-06-01,5900502,4034370,47.4490013122559,-122.30899810791,37.7212982177734,-122.221000671387
1270881,PHX,OAK,"Phoenix, AZ","Oakland, CA",4215,6102,54,646,1999-04-01,3013696,4034370,33.4342994689941,-112.012001037598,37.7212982177734,-122.221000671387
1271185,DFW,OAK,"Dallas, TX","Oakland, CA",2372,3450,27,1456,2000-05-01,10392376,4136658,32.896800994873,-97.0380020141602,37.7212982177734,-122.221000671387
1271253,LAX,OAK,"Los Angeles, CA","Oakland, CA",0,0,0,337,2000-11-01,24797900,4136658,33.94250107,-118.4079971,37.7212982177734,-122.221000671387
1271398,PDX,OAK,"Portland, OR","Oakland, CA",4359,6600,55,543,2000-02-01,1936108,4136658,45.58869934,-122.5979996,37.7212982177734,-122.221000671387
1271452,JFK,OAK,"New York, NY","Oakland, CA",3849,4698,29,2576,2000-11-01,36705486,4136658,40.63980103,-73.77890015,37.7212982177734,-122.221000671387
1271620,SAN,OAK,"San Diego, CA","Oakland, CA",28094,33702,246,446,2000-04-01,2824987,4136658,32.7336006165,-117.190002441,37.7212982177734,-122.221000671387
1272235,PHX,OAK,"Phoenix, AZ","Oakland, CA",0,0,1,646,2001-12-01,3388445,4179628,33.4342994689941,-112.012001037598,37.7212982177734,-122.221000671387
1272396,HNL,OAK,"Honolulu, HI","Oakland, CA",3404,3844,31,2409,2001-06-01,877189,4179628,21.3187007904053,-157.921997070312,37.7212982177734,-122.221000671387
1272602,SLC,OAK,"Salt Lake City, UT","Oakland, CA",6212,9727,71,588,2001-11-01,988989,4179628,40.7883987426758,-111.977996826172,37.7212982177734,-122.221000671387
1272607,SLC,OAK,"Salt Lake City, UT","Oakland, CA",511,610,5,588,2001-02-01,988989,4179628,40.7883987426758,-111.977996826172,37.7212982177734,-122.221000671387
1272705,RFD,OAK,"Rockford, IL","Oakland, CA",0,0,22,1774,2001-03-01,323992,4179628,42.1954002380371,-89.0971984863281,37.7212982177734,-122.221000671387
1273029,OGG,OAK,"Kahului, HI","Oakland, CA",2362,3844,31,2349,2002-10-01,132672,4165678,20.8985996246338,-156.429992675781,37.7212982177734,-122.221000671387
1273058,GEG,OAK,"Spokane, WA","Oakland, CA",454,548,4,723,2002-08-01,427045,4165678,47.6198997497559,-117.533996582031,37.7212982177734,-122.221000671387
1273276,SNA,OAK,"Santa Ana, CA","Oakland, CA",2199,2877,21,371,2002-04-01,12634977,4165678,33.67570114,-117.8679962,37.7212982177734,-122.221000671387
1273572,LAX,OAK,"Los Angeles, CA","Oakland, CA",48,50,1,337,2002-03-01,25269954,4165678,33.94250107,-118.4079971,37.7212982177734,-122.221000671387
1273754,MCI,OAK,"Kansas City, MO","Oakland, CA",632,685,5,1489,2002-06-01,1890419,4165678,39.2976,-94.713898,37.7212982177734,-122.221000671387
1273836,PDX,OAK,"Portland, OR","Oakland, CA",278,976,8,543,2002-09-01,2010666,4165678,45.58869934,-122.5979996,37.7212982177734,-122.221000671387
1273983,DFW,OAK,"Dallas, TX","Oakland, CA",0,0,2,1456,2002-08-01,10953156,4165678,32.896800994873,-97.0380020141602,37.7212982177734,-122.221000671387
1274022,FAT,OAK,"Fresno, CA","Oakland, CA",1,379,1,152,2002-10-01,828245,4165678,36.7761993408203,-119.718002319336,37.7212982177734,-122.221000671387
1274149,SLC,OAK,"Salt Lake City, UT","Oakland, CA",0,0,1,588,2002-01-01,1001874,4165678,40.7883987426758,-111.977996826172,37.7212982177734,-122.221000671387
1274391,LAS,OAK,"Las Vegas, NV","Oakland, CA",2357,3720,30,407,2003-09-01,1572924,4153143,36.08010101,-115.1520004,37.7212982177734,-122.221000671387
1274854,VIS,OAK,"Visalia, CA","Oakland, CA",0,0,41,184,2003-10-01,386399,4153143,36.3186988831,-119.392997742,37.7212982177734,-122.221000671387
1274902,SEA,OAK,"Seattle, WA","Oakland, CA",62,122,1,671,2003-01-01,6277876,4153143,47.4490013122559,-122.30899810791,37.7212982177734,-122.221000671387
1275080,GEG,OAK,"Spokane, WA","Oakland, CA",0,0,1,723,2003-03-01,430867,4153143,47.6198997497559,-117.533996582031,37.7212982177734,-122.221000671387
1275089,PHX,OAK,"Phoenix, AZ","Oakland, CA",9220,11413,101,646,2003-04-01,3600163,4153143,33.4342994689941,-112.012001037598,37.7212982177734,-122.221000671387
1275445,FAT,OAK,"Fresno, CA","Oakland, CA",0,0,16,152,2003-11-01,844194,4153143,36.7761993408203,-119.718002319336,37.7212982177734,-122.221000671387
1275493,IND,OAK,"Indianapolis, IN","Oakland, CA",0,0,1,1934,2003-02-01,1600165,4153143,39.7173,-86.294403,37.7212982177734,-122.221000671387
1275564,LAX,OAK,"Los Angeles, CA","Oakland, CA",0,430,2,337,2003-11-01,25434866,4153143,33.94250107,-118.4079971,37.7212982177734,-122.221000671387
1275576,LAX,OAK,"Los Angeles, CA","Oakland, CA",36369,52334,382,337,2003-03-01,25434866,4153143,33.94250107,-118.4079971,37.7212982177734,-122.221000671387
1275729,MCI,OAK,"Kansas City, MO","Oakland, CA",290,411,3,1489,2003-08-01,1912368,4153143,39.2976,-94.713898,37.7212982177734,-122.221000671387
1275762,IAD,OAK,"Washington, DC","Oakland, CA",7777,9420,59,2408,2003-09-01,10172752,4153143,38.94449997,-77.45580292,37.7212982177734,-122.221000671387
1275818,IAD,OAK,"Washington, DC","Oakland, CA",6616,10044,62,2408,2003-01-01,10172752,4153143,38.94449997,-77.45580292,37.7212982177734,-122.221000671387
1275830,ANC,OAK,"Anchorage, AK","Oakland, CA",0,0,4,2016,2003-07-01,339131,4153143,61.1744003295898,-149.996002197266,37.7212982177734,-122.221000671387
1275858,GRB,OAK,"Green Bay, WI","Oakland, CA",123,430,1,1825,2003-12-01,290972,4153143,44.4850997924805,-88.1296005249023,37.7212982177734,-122.221000671387
1275986,PDX,OAK,"Portland, OR","Oakland, CA",0,0,2,543,2003-07-01,2034000,4153143,45.58869934,-122.5979996,37.7212982177734,-122.221000671387
1276026,JFK,OAK,"New York, NY","Oakland, CA",21070,29016,185,2576,2004-03-01,37494862,4143522,40.63980103,-73.77890015,37.7212982177734,-122.221000671387
1276051,RFD,OAK,"Rockford, IL","Oakland, CA",0,0,21,1774,2004-07-01,334622,4143522,42.1954002380371,-89.0971984863281,37.7212982177734,-122.221000671387
1276083,PDX,OAK,"Portland, OR","Oakland, CA",0,0,4,543,2004-03-01,2052776,4143522,45.58869934,-122.5979996,37.7212982177734,-122.221000671387
1276196,ANC,OAK,"Anchorage, AK","Oakland, CA",0,0,2,2016,2004-07-01,346057,4143522,61.1744003295898,-149.996002197266,37.7212982177734,-122.221000671387
1276245,ORD,OAK,"Chicago, IL","Oakland, CA",5217,5642,31,1835,2004-08-01,18664180,4143522,41.97859955,-87.90480042,37.7212982177734,-122.221000671387
1276298,MDW,OAK,"Chicago, IL","Oakland, CA",35,59,1,1844,2004-02-01,18664180,4143522,41.7859992980957,-87.7524032592773,37.7212982177734,-122.221000671387
1276518,SLC,OAK,"Salt Lake City, UT","Oakland, CA",0,300,2,588,2004-10-01,1030597,4143522,40.7883987426758,-111.977996826172,37.7212982177734,-122.221000671387
1276993,IND,OAK,"Indianapolis, IN","Oakland, CA",0,0,18,1934,2004-12-01,1622935,4143522,39.7173,-86.294403,37.7212982177734,-122.221000671387
1277001,IND,OAK,"Indianapolis, IN","Oakland, CA",0,0,16,1934,2004-03-01,1622935,4143522,39.7173,-86.294403,37.7212982177734,-122.221000671387
1277147,LAX,OAK,"Los Angeles, CA","Oakland, CA",45,59,1,337,2004-02-01,25529180,4143522,33.94250107,-118.4079971,37.7212982177734,-122.221000671387
1277211,LAX,OAK,"Los Angeles, CA","Oakland, CA",1961,2150,43,337,2004-01-01,25529180,4143522,33.94250107,-118.4079971,37.7212982177734,-122.221000671387
1277456,SEA,OAK,"Seattle, WA","Oakland, CA",0,0,2,671,2004-07-01,6327406,4143522,47.4490013122559,-122.30899810791,37.7212982177734,-122.221000671387
1277989,RNO,OAK,"Reno, NV","Oakland, CA",8352,14385,105,180,2005-05-01,394881,4149607,39.4990997314453,-119.767997741699,37.7212982177734,-122.221000671387
1278007,RNO,OAK,"Reno, NV","Oakland, CA",0,0,20,180,2005-05-01,394881,4149607,39.4990997314453,-119.767997741699,37.7212982177734,-122.221000671387
1278030,AFW,OAK,"Dallas, TX","Oakland, CA",0,0,36,1439,2005-12-01,11632814,4149607,32.9875984192,-97.3188018799,37.7212982177734,-122.221000671387
1278051,DFW,OAK,"Dallas, TX","Oakland, CA",0,0,1,1456,2005-09-01,11632814,4149607,32.896800994873,-97.0380020141602,37.7212982177734,-122.221000671387
1278156,SFO,OAK,"San Francisco, CA","Oakland, CA",0,252,1,11,2005-05-01,8299214,4149607,37.6189994812012,-122.375,37.7212982177734,-122.221000671387
1278465,PDX,OAK,"Portland, OR","Oakland, CA",13781,20824,152,543,2005-09-01,2084053,4149607,45.58869934,-122.5979996,37.7212982177734,-122.221000671387
1278471,JFK,OAK,"New York, NY","Oakland, CA",23063,28080,180,2576,2005-09-01,37596228,4149607,40.63980103,-73.77890015,37.7212982177734,-122.221000671387
1278502,ANC,OAK,"Anchorage, AK","Oakland, CA",0,0,21,2016,2005-10-01,351851,4149607,61.1744003295898,-149.996002197266,37.7212982177734,-122.221000671387
1278854,PHX,OAK,"Phoenix, AZ","Oakland, CA",0,0,26,646,2005-10-01,3884588,4149607,33.4342994689941,-112.012001037598,37.7212982177734,-122.221000671387
1279663,MCI,OAK,"Kansas City, MO","Oakland, CA",3377,4110,30,1489,2005-06-01,1958504,4149607,39.2976,-94.713898,37.7212982177734,-122.221000671387
1279791,IND,OAK,"Indianapolis, IN","Oakland, CA",0,0,28,1934,2005-02-01,1645027,4149607,39.7173,-86.294403,37.7212982177734,-122.221000671387
1279968,LAX,OAK,"Los Angeles, CA","Oakland, CA",0,0,12,337,2006-07-01,25427320,4162783,33.94250107,-118.4079971,37.7212982177734,-122.221000671387
1280526,LRD,OAK,"Laredo, TX","Oakland, CA",0,0,1,1492,2006-04-01,225985,4162783,27.5438003540039,-99.4616012573242,37.7212982177734,-122.221000671387
1280532,EUG,OAK,"Eugene, OR","Oakland, CA",159,183,1,445,2006-10-01,339280,4162783,44.1245994567871,-123.21199798584,37.7212982177734,-122.221000671387
1280609,AFW,OAK,"Dallas, TX","Oakland, CA",0,0,41,1439,2006-03-01,11998822,4162783,32.9875984192,-97.3188018799,37.7212982177734,-122.221000671387
1280649,SLC,OAK,"Salt Lake City, UT","Oakland, CA",813,900,6,588,2006-06-01,1072748,4162783,40.7883987426758,-111.977996826172,37.7212982177734,-122.221000671387
1280732,SLC,OAK,"Salt Lake City, UT","Oakland, CA",2209,3000,20,588,2006-06-01,1072748,4162783,40.7883987426758,-111.977996826172,37.7212982177734,-122.221000671387
1280930,SNA,OAK,"Santa Ana, CA","Oakland, CA",2411,3472,28,371,2006-05-01,12713660,4162783,33.67570114,-117.8679962,37.7212982177734,-122.221000671387
1281007,SNA,OAK,"Santa Ana, CA","Oakland, CA",6099,8804,71,371,2006-10-01,12713660,4162783,33.67570114,-117.8679962,37.7212982177734,-122.221000671387
1281183,DTW,OAK,"Detroit, MI","Oakland, CA",115,273,1,2068,2006-10-01,8969084,4162783,42.2123985290527,-83.353401184082,37.7212982177734,-122.221000671387
